Unnamed: 0,XGBoost,Decision Tree,GaussianNB,Random Forests,KNN,Logistic Regression,Binary Multinomial NB,Multinomial NB,Multi-variate Bernoulli NB
macro precision baseline,0.8418762440236576,0.8764319313810215,0.7368518417176058,0.901783665795088,0.8596558322248962,0.7470797165374035,0.7275156463205878,0.7415195761973885,0.7243203597366842
macro precision MEC,0.8368171926477412,0.8553935738905704,0.7410492462163303,0.890759565790687,0.8596558322248962,0.766083351527518,0.7531132703242189,0.752938156297246,0.7494115548388736
macro precision weighting,0.7979877171705148,0.847445170987064,0.7368518417176058,0.8784712391716509,0.8651240470647596,0.7022801245128848,0.7173518081186456,0.7218465079690143,0.7173518081186456
