Unnamed: 0,XGBoost,Decision Tree,GaussianNB,Random Forests,KNN,Logistic Regression,Multinomial NB,Multi-variate Bernoulli NB,Binary Multinomial NB
macro precision baseline,0.8417515288520636,0.8794353438869811,0.7371189388727593,0.9018785132814288,0.8622640468085003,0.7497955453172428,0.7438746947601115,0.728367097173686,0.7307853974242282
macro precision MEC,0.8376266249965029,0.8567894399236495,0.7439312209115438,0.8917627580301897,0.8622640468085003,0.7640364024934627,0.7537024497480882,0.7507042749182101,0.7539370626643658
macro precision weighting,0.7996328772853827,0.850038855749286,0.7371189388727593,0.8784124534192389,0.8666171046946176,0.7048607689800039,0.7120556291537455,0.7237005360491274,0.7230968419907999
